greyhound,dog_id,date,track,distance,trap,finish_position,run_time,sectional_time,sp,race_class,btn_distance,source
Goulane Vegas,64523.0,2025-11-19,Romford,400,1,6,25.75,3.92,5/1,IT,7 ¼,sporting_life
Goulane Vegas,,2025-11-13,Romford,400,3,2,24.87,,13/11,,,timeform
Goulane Vegas,64523.0,2025-10-17,Romford,400,3,1,24.67,3.82,2/1,A7,,sporting_life
Goulane Vegas,64523.0,2025-10-11,Romford,400,2,1,24.59,3.86,13/8,A7,,sporting_life
Goulane Vegas,64523.0,2025-10-04,Romford,400,1,1,24.63,3.81,7/4,A8,,sporting_life
Goulane Vegas,64523.0,2025-09-24,Romford,400,1,1,24.72,3.86,3/1,A9,,sporting_life
Goulane Vegas,64523.0,2025-09-17,Romford,400,1,1,24.94,3.89,7/2,A10,,sporting_life
Goulane Vegas,64523.0,2025-09-13,Romford,400,1,4,25.27,3.89,9/1,A9,2 ½,sporting_life
Goulane Vegas,64523.0,2025-09-06,Romford,400,1,5,25.51,3.95,9/2,A9,4 ¾,sporting_life
Goulane Vegas,,2025-08-28,Romford,400,3,3,25.28,,28/08,,,timeform
Goulane Vegas,,2025-08-21,Romford,400,3,1,25.01,,21/08,,,timeform
Goulane Vegas,,2025-08-14,Romford,400,1,1,25.31,,14/08,,,timeform
Headford Wayne,67040.0,2026-03-06,Romford,400,2,3,24.54,3.77,5/1,OR,hd,sporting_life
Headford Wayne,,2026-02-26,Romford,400,1,1,24.45,,26/02,,,timeform
Headford Wayne,,2026-02-21,Monmore,480,3,3,29.35,,21/02,,,timeform
Headford Wayne,,2026-02-15,Towcester,270,2,1,15.91,,15/02,,,timeform
Headford Wayne,,2026-02-05,Hove,285,3,2,16.79,,05/02,,,timeform
Headford Wayne,,2026-01-27,Monmore,264,2,1,15.6,,27/01,,,timeform
Headford Wayne,,2025-11-29,Central Park,277,2,2,16.66,,29/11,,,timeform
Headford Wayne,,2025-11-22,Monmore,480,3,3,29.02,,22/11,,,timeform
Headford Wayne,,2025-11-15,Monmore,264,1,1,15.56,,15/11,,,timeform
Headford Wayne,,2025-10-29,Hove,285,1,1,16.74,,29/10,,,timeform
Headford Wayne,,2025-10-12,Hove,285,1,1,16.91,,12/10,,,timeform
Hellofalooker,66606.0,2026-03-06,Romford,400,4,4,24.72,3.75,14/1,OR,2 ¼,sporting_life
Hellofalooker,66606.0,2026-02-27,Romford,400,5,5,24.71,3.8,20/1,OR,nk,sporting_life
Hellofalooker,66606.0,2026-02-14,Central Park,277,5,4,16.73,,16/1,OR,¾,sporting_life
Hellofalooker,66606.0,2026-02-03,Central Park,277,5,1,16.5,,9/4,D3,,sporting_life
Hellofalooker,66606.0,2026-01-27,Central Park,277,4,3,17.06,,5/1,D3,1,sporting_life
Hellofalooker,,2026-02-19 00:00:00,Romford,400,5,1,24.62,3.79,,T1,,results_parquet
Inca Lewie,60464.0,2026-02-26,Monmore,480,3,4,28.64,4.55,4/1,A1,½,sporting_life
Inca Lewie,60464.0,2026-02-17,Monmore,480,3,6,28.96,4.51,9/2,A1,¾,sporting_life
Inca Lewie,60464.0,2026-02-11,Monmore,480,3,1,28.34,4.41,5/1,A2,,sporting_life
Inca Lewie,60464.0,2025-12-11,Monmore,480,4,2,28.78,4.49,15/8,A1,2,sporting_life
Inca Lewie,60464.0,2025-12-04,Monmore,480,3,3,28.96,4.56,9/2,A1,½,sporting_life
Inca Lewie,60464.0,2025-11-28,Romford,575,4,2,35.49,13.76,6/4,OR,6,sporting_life
Inca Lewie,60464.0,2025-11-06,Monmore,480,4,1,28.18,4.4,3/1,A2,,sporting_life
Inca Lewie,60464.0,2025-11-01,Monmore,480,5,3,29.05,4.5,11/4,A2,½,sporting_life
Inca Lewie,60464.0,2025-10-23,Monmore,480,4,4,28.6,4.63,11/4,A2,1 ½,sporting_life
Inca Lewie,60464.0,2025-10-18,Monmore,480,3,3,28.62,4.47,5/1,A1,2,sporting_life
Inca Lewie,60464.0,2025-09-06,Swindon,476,5,4,29.18,4.27,15/8,OR1,hd,sporting_life
Inca Lewie,60464.0,2025-08-30,Swindon,476,5,3,28.9,4.19,6/1,OR1,hd,sporting_life
Inca Lewie,60464.0,2025-08-23,Monmore,630,5,6,38.07,12.79,11/4,OR,1 ½,sporting_life
Inca Lewie,60464.0,2025-08-16,Monmore,630,4,3,38.15,12.66,18/1,OR1,3 ½,sporting_life
Inca Lewie,60464.0,2025-08-09,Monmore,630,4,1,38.26,12.86,7/1,OR1,,sporting_life
Inca Lewie,60464.0,2025-07-26,Monmore,480,1,2,28.44,4.6,13/8,OR3,1 ½,sporting_life
Inca Lewie,60464.0,2025-07-19,Monmore,480,1,1,28.53,4.46,6/4,OR3,,sporting_life
Inca Lewie,60464.0,2025-07-12,Hove,500,3,3,30.12,3.67,7/2,OR,1 ½,sporting_life
Inca Lewie,60464.0,2025-07-03,Monmore,480,3,1,28.57,4.42,5/4,A3,,sporting_life
Inca Lewie,60464.0,2025-03-29,Perry Barr,480,3,2,28.53,3.55,9/2,OR3,hd,sporting_life
Inca Lewie,60464.0,2025-03-15,Perry Barr,480,3,3,28.91,3.57,11/4,A2,1 ¼,sporting_life
Inca Lewie,60464.0,2024-11-30,Perry Barr,480,4,3,28.92,3.63,11/2,OR,2 ½,sporting_life
Inca Lewie,60464.0,2024-11-20,Perry Barr,480,3,1,28.8,3.63,2/1,A3,,sporting_life
Inca Lewie,60464.0,2024-11-13,Perry Barr,480,2,1,28.99,3.67,11/8,A5,,sporting_life
Inca Lewie,60464.0,2024-10-30,Perry Barr,480,2,2,29.36,3.67,7/2,A4,6 ¼,sporting_life
Inca Lewie,60464.0,2024-10-23,Perry Barr,480,2,5,29.24,3.8,6/1,A3,1,sporting_life
Inca Lewie,,2026-03-03 00:00:00,Suffolk Downs,548,4,1,34.13,13.81,,T1,,results_parquet
Innfield Fifi,61686.0,2026-03-05,Hove,695,4,6,42.58,14.88,4/1,OR,¾,sporting_life
Innfield Fifi,61686.0,2026-02-26,Hove,695,3,1,41.93,14.66,10/3,OR,,sporting_life
Innfield Fifi,61686.0,2026-02-20,Romford,750,1,3,47.5,24.7,7/4,OR3,1,sporting_life
Innfield Fifi,61686.0,2026-02-13,Romford,750,2,2,47.31,24.49,5/4,OR3,1,sporting_life
Innfield Fifi,61686.0,2026-02-06,Romford,750,2,4,47.79,25.07,9/1,OR,½,sporting_life
Innfield Fifi,61686.0,2026-01-29,Hove,500,3,4,30.54,3.71,14/1,OR3,7,sporting_life
Innfield Fifi,61686.0,2025-12-14,Oxford,847,1,2,53.38,,5/1,OR,2,sporting_life
Innfield Fifi,61686.0,2025-12-07,Oxford,847,2,4,54.23,,6/1,OR,3,sporting_life
Innfield Fifi,61686.0,2025-11-29,Hove,740,5,5,45.73,17.13,11/1,OR1,4,sporting_life
Innfield Fifi,61686.0,2025-11-07,Romford,750,1,3,47.61,25.0,2/1,OR,4 ¼,sporting_life
Innfield Fifi,61686.0,2025-10-31,Romford,750,3,1,46.94,24.29,5/1,OR,,sporting_life
Innfield Fifi,61686.0,2025-10-24,Romford,750,1,5,48.3,25.03,6/4,OR,½,sporting_life
Innfield Fifi,61686.0,2025-10-17,Romford,750,4,3,47.94,24.9,5/1,OR3,hd,sporting_life
Innfield Fifi,61686.0,2025-10-10,Romford,750,1,2,47.58,24.28,11/10,OR3,sh,sporting_life
Innfield Fifi,61686.0,2025-10-03,Romford,575,1,5,35.91,14.26,12/1,OR1,¾,sporting_life
Innfield Fifi,61686.0,2025-09-19,Romford,750,2,2,47.31,24.38,8/1,OR,1 ¾,sporting_life
Innfield Fifi,61686.0,2025-09-04,Hove,695,3,3,42.34,14.78,8/1,OR,sh,sporting_life
Innfield Fifi,61686.0,2025-08-28,Hove,695,5,2,42.58,14.37,10/3,OR,hd,sporting_life
Innfield Fifi,61686.0,2025-08-21,Hove,500,4,4,30.25,3.72,4/1,OR3,3,sporting_life
Innfield Fifi,61686.0,2025-08-14,Hove,500,1,4,29.72,3.75,10/1,OR3,hd,sporting_life
Innfield Fifi,61686.0,2025-08-07,Hove,500,2,4,30.19,3.77,14/1,OR3,3 ½,sporting_life
Innfield Fifi,61686.0,2025-03-23,Towcester,712,2,4,43.66,16.3,3/1,OR,1,sporting_life
Innfield Fifi,61686.0,2025-03-16,Towcester,942,1,5,58.95,29.45,9/4,OR1,½,sporting_life
Innfield Fifi,61686.0,2025-03-07,Romford,750,1,2,47.4,24.17,4/5,OR,3 ½,sporting_life
Innfield Fifi,61686.0,2025-03-02,Towcester,712,2,3,42.91,16.11,8/1,OR,1 ¼,sporting_life
Innfield Fifi,61686.0,2025-02-23,Towcester,712,3,1,43.62,16.24,8/15,OR,,sporting_life
Innfield Fifi,61686.0,2025-02-14,Romford,575,4,2,35.74,14.11,11/8,OR3,½,sporting_life
Innfield Fifi,61686.0,2025-02-07,Romford,575,3,3,36.1,14.16,1/1,OR3,¾,sporting_life
Innfield Fifi,61686.0,2025-01-31,Romford,575,3,2,35.52,13.85,9/4,OR,1,sporting_life
Intriguing Iris,61324.0,2026-02-13,Romford,750,6,1,47.23,24.08,9/4,OR3,,sporting_life
Intriguing Iris,61324.0,2026-02-07,Monmore,684,6,4,41.91,15.98,18/1,OR1,3 ½,sporting_life
Intriguing Iris,61324.0,2026-01-22,Monmore,630,4,4,38.27,12.78,12/1,OR3,½,sporting_life
Intriguing Iris,61324.0,2026-01-15,Monmore,630,3,2,38.5,12.64,14/1,OR3,hd,sporting_life
Intriguing Iris,61324.0,2025-12-19,Dunstall Park,660,5,4,40.75,13.58,6/1,OR,4,sporting_life
Intriguing Iris,61324.0,2025-12-12,Dunstall Park,480,5,2,28.73,3.09,22/1,OR,8 ¾,sporting_life
Intriguing Iris,61324.0,2025-12-08,Nottingham,500,4,3,30.08,5.19,10/1,OR,1 ¼,sporting_life
Intriguing Iris,61324.0,2025-11-28,Dunstall Park,660,5,6,41.28,13.39,15/8,OR3,2 ¼,sporting_life
Intriguing Iris,61324.0,2025-10-27,Nottingham,500,5,1,29.95,5.11,10/11,OR3,,sporting_life
Intriguing Iris,61324.0,2025-10-20,Nottingham,500,4,2,30.17,5.09,7/2,OR3,½,sporting_life
Intriguing Iris,61324.0,2025-07-05,Monmore,630,3,6,38.87,13.29,6/5,OR,2 ¼,sporting_life
Intriguing Iris,61324.0,2025-06-12,Hove,695,6,6,42.31,14.59,11/8,OR3,1 ¼,sporting_life
Intriguing Iris,61324.0,2025-06-05,Hove,695,2,2,41.93,14.4,8/15,OR3,nk,sporting_life
Intriguing Iris,61324.0,2025-06-01,Towcester,712,2,5,43.59,16.2,4/1,OR2,1 ¾,sporting_life
Intriguing Iris,61324.0,2025-05-22,Hove,695,2,1,41.6,14.11,11/8,OR,,sporting_life
Intriguing Iris,61324.0,2025-05-10,Monmore,684,5,5,41.62,15.82,9/1,OR1,1,sporting_life
Intriguing Iris,61324.0,2025-05-03,Monmore,684,5,1,41.38,15.57,5/1,OR1,,sporting_life
Intriguing Iris,61324.0,2025-04-12,Monmore,630,4,2,38.07,12.98,4/6,OR,hd,sporting_life
Intriguing Iris,61324.0,2025-04-05,Monmore,630,2,1,38.08,12.87,4/6,OR,,sporting_life
Intriguing Iris,61324.0,2025-03-29,Perry Barr,660,2,1,39.92,13.81,10/3,OR3,,sporting_life
Intriguing Iris,61324.0,2025-03-09,Sheffield,660,3,3,39.91,13.29,13/8,OR3,2,sporting_life
Intriguing Iris,61324.0,2025-02-28,Romford,575,4,6,37.01,13.83,2/1,OR3,1 ¼,sporting_life
Intriguing Iris,61324.0,2025-02-21,Romford,575,4,3,36.16,14.05,1/1,OR3,2 ¼,sporting_life
Intriguing Iris,61324.0,2025-02-16,Towcester,500,5,1,29.2,4.23,10/3,OR,,sporting_life
Intriguing Iris,61324.0,2025-02-09,Towcester,500,5,3,29.4,4.19,14/1,OR,1 ¾,sporting_life
Intriguing Iris,61324.0,2025-02-03,Nottingham,500,6,4,30.57,5.3,2/1,OR,nk,sporting_life
Intriguing Iris,61324.0,2025-01-27,Nottingham,500,2,6,30.62,5.31,5/1,OR,½,sporting_life
Intriguing Iris,,2026-03-06 00:00:00,Romford,400,6,1,24.18,3.79,,T1,,results_parquet
Ivanhoe Rose,,2026-03-05 00:00:00,Romford,400,1,1,24.64,4.02,,T3,6.0,results_parquet
Ivanhoe Rose,,2026-02-26 00:00:00,Romford,400,1,1,24.34,3.85,,T3,5.5,results_parquet
Jacktavern Don,64127.0,2026-03-06,Romford,400,4,3,24.44,3.77,2/1,OR1,1,sporting_life
Jacktavern Don,,2026-02-28,Oxford,253,1,1,14.88,,28/02,,,timeform
Jacktavern Don,64127.0,2026-02-06,Romford,400,4,6,24.44,3.84,10/1,OR3,½,sporting_life
Jacktavern Don,64127.0,2026-01-30,Romford,400,4,2,24.19,3.79,5/2,OR3,3,sporting_life
Jacktavern Don,64127.0,2026-01-22,Monmore,480,4,4,28.69,4.39,6/1,OR3,2,sporting_life
Jacktavern Don,64127.0,2026-01-15,Monmore,480,6,1,28.83,4.37,4/1,OR3,,sporting_life
Jacktavern Don,64127.0,2026-01-02,Romford,400,3,5,24.56,3.74,5/1,OR,4,sporting_life
Jacktavern Don,64127.0,2025-12-27,Romford,400,6,6,24.5,3.79,3/1,OR,sh,sporting_life
Jacktavern Don,64127.0,2025-12-19,Romford,400,5,1,23.96,3.74,5/1,OR,,sporting_life
Jacktavern Don,,2025-12-01,Nottingham,305,2,2,18.21,,01/12,,,timeform
Jacktavern Don,64127.0,2025-11-23,Oxford,450,3,5,27.72,,10/3,OR,2 ¾,sporting_life
Jacktavern Don,64127.0,2025-11-16,Oxford,450,4,2,27.1,,10/1,OR,3 ½,sporting_life
Jacktavern Don,64127.0,2025-11-09,Oxford,450,4,2,26.82,3.98,4/1,OR,2 ½,sporting_life
Jacktavern Don,64127.0,2025-11-02,Oxford,450,5,5,27.38,4.04,4/1,OR1,3,sporting_life
Jacktavern Don,64127.0,2025-10-26,Oxford,450,4,2,26.87,3.95,5/4,OR1,hd,sporting_life
Jacktavern Don,64127.0,2025-10-19,Oxford,450,4,1,26.84,3.89,6/4,OR1,,sporting_life
Jacktavern Don,,2025-10-12,Oxford,450,3,1,26.72,,12/10,,,timeform
Jacktavern Don,,2025-10-04,Oxford,450,2,1,26.95,,04/10,,,timeform
Jacktavern Don,,2025-09-27,Oxford,450,2,1,27.09,,27/09,,,timeform
Jacktavern Don,64127.0,2025-09-19,Romford,400,2,2,24.28,3.78,4/6,OR,1,sporting_life
Jacktavern Don,64127.0,2025-09-12,Romford,400,4,3,24.26,3.77,13/8,OR1,4,sporting_life
Jacktavern Don,64127.0,2025-09-05,Romford,400,6,3,24.02,3.76,6/1,OR1,1 ¼,sporting_life
Jacktavern Don,64127.0,2025-08-29,Romford,400,4,1,23.84,3.69,9/2,OR,,sporting_life
Jacktavern Don,64127.0,2025-08-22,Romford,400,5,3,24.35,3.73,7/4,OR,sh,sporting_life
Jacktavern Don,64127.0,2025-08-15,Romford,400,6,2,24.08,3.79,13/8,OR,2,sporting_life
Jacktavern Don,64127.0,2025-08-08,Romford,400,2,3,24.24,3.73,7/4,OR3,1 ½,sporting_life
Jacktavern Don,,2025-08-01,Romford,400,2,1,24.05,,01/08,,,timeform
Jacktavern Don,,2025-07-24,Romford,400,1,1,24.48,,24/07,,,timeform
Jacktavern Don,,2025-07-19,Hove,285,3,2,16.61,,19/07,,,timeform
Jacktavern Don,,2025-07-12,Hove,285,3,2,16.43,,12/07,,,timeform
Jayar Rogue,61815.0,2026-03-07,Monmore,264,4,5,15.81,,28/1,OR,1 ¾,sporting_life
Jayar Rogue,61815.0,2025-12-05,Romford,400,3,4,24.81,3.92,20/1,OR3,3 ½,sporting_life
Jayar Rogue,61815.0,2025-11-28,Romford,400,2,3,24.15,3.84,14/1,OR,3 ¼,sporting_life
Jayar Rogue,61815.0,2025-11-21,Romford,400,2,4,24.46,3.82,12/1,OR3,1 ¾,sporting_life
Jayar Rogue,61815.0,2025-11-01,Romford,400,1,4,24.54,3.84,6/1,A1,1 ¾,sporting_life
Jayar Rogue,61815.0,2025-10-24,Romford,400,1,5,24.52,3.9,9/4,OR,¾,sporting_life
Jayar Rogue,61815.0,2025-10-17,Romford,400,1,1,23.85,3.73,7/1,OR,,sporting_life
Jayar Rogue,61815.0,2025-10-09,Hove,285,3,3,16.91,,10/1,OR,3,sporting_life
Jayar Rogue,61815.0,2025-10-02,Hove,285,2,4,16.85,,12/1,OR,nk,sporting_life
Jayar Rogue,61815.0,2025-09-26,Romford,400,2,5,24.51,3.85,7/1,OR,½,sporting_life
Jayar Rogue,61815.0,2025-09-19,Romford,400,3,4,24.86,3.83,8/1,OR,1 ½,sporting_life
Jayar Rogue,61815.0,2025-09-12,Romford,400,2,4,24.64,3.84,6/1,OR,1 ½,sporting_life
Jayar Rogue,61815.0,2025-06-28,Central Park,491,4,5,30.35,3.19,5/1,OR,hd,sporting_life
Jayar Rogue,61815.0,2025-06-21,Central Park,277,4,5,17.1,,7/1,OR,¾,sporting_life
Jayar Rogue,61815.0,2025-02-11,Monmore,264,3,5,16.11,,5/1,D2,1 ¾,sporting_life
Jayar Rogue,,2026-02-26 00:00:00,Romford,400,3,1,24.36,3.77,,T1,,results_parquet
Jayar Rogue,,2026-02-19 00:00:00,Romford,225,3,1,13.7,,,T1,,results_parquet
Jayar Rogue,,2026-02-12 00:00:00,Romford,225,3,1,13.68,,,T1,,results_parquet
Lesleys Buddy,65748.0,2026-02-27,Romford,400,2,5,24.64,3.8,3/1,OR3,1,sporting_life
Lesleys Buddy,65748.0,2026-02-20,Romford,400,3,1,24.21,3.74,11/2,OR3,,sporting_life
Lesleys Buddy,65748.0,2026-02-12,Hove,285,4,4,16.74,,10/1,OR,1,sporting_life
Lesleys Buddy,65748.0,2026-02-05,Hove,285,2,2,16.95,,7/2,OR,¾,sporting_life
Lesleys Buddy,65748.0,2025-12-12,Romford,400,1,1,24.29,3.77,7/4,A5,,sporting_life
Letter Cutie,66964.0,2026-03-06,Romford,575,2,3,36.22,14.22,9/1,OR3,1 ¼,sporting_life
Letter Cutie,66964.0,2026-02-27,Romford,575,1,3,36.12,14.04,20/1,OR,5 ½,sporting_life
Letter Cutie,,2026-02-18,Romford,400,3,2,24.9,,18/02,,,timeform
Letter Cutie,,2026-02-05,Romford,400,3,1,24.82,,05/02,,,timeform
Lil Bo Beep,63625.0,2026-03-09,Romford,400,3,1,24.28,,11/4,A3,,sporting_life
Lil Bo Beep,63625.0,2026-03-02,Romford,400,4,2,25.13,3.87,9/1,A2,1 ¼,sporting_life
Lil Bo Beep,63625.0,2026-02-25,Romford,400,4,4,24.78,3.84,11/2,A2,1 ¼,sporting_life
Lil Bo Beep,63625.0,2026-02-17,Romford,400,4,5,24.63,3.77,10/1,A2,½,sporting_life
Lil Bo Beep,63625.0,2026-02-09,Romford,400,4,4,24.86,3.81,8/1,A2,3 ¾,sporting_life
Lil Bo Beep,63625.0,2026-01-28,Romford,400,3,6,24.84,3.79,6/1,A1,3,sporting_life
Lil Bo Beep,63625.0,2026-01-24,Central Park,491,4,5,30.27,3.14,7/1,OR,sh,sporting_life
Lil Bo Beep,63625.0,2026-01-19,Romford,400,4,4,25.01,3.82,11/4,A1,4 ¾,sporting_life
Lil Bo Beep,63625.0,2026-01-09,Romford,400,4,6,24.98,3.81,7/1,OR2,1 ¼,sporting_life
Lil Bo Beep,63625.0,2026-01-05,Romford,400,3,4,24.44,3.78,7/1,A1,1 ¾,sporting_life
Lil Bo Beep,63625.0,2025-12-27,Romford,400,4,4,24.6,3.88,9/2,A1,hd,sporting_life
Lil Bo Beep,63625.0,2025-12-19,Romford,400,3,1,24.21,3.82,5/2,A1,,sporting_life
Lil Bo Beep,63625.0,2025-12-10,Romford,400,3,1,24.21,3.79,10/3,A1,,sporting_life
Lil Bo Beep,63625.0,2025-12-05,Romford,400,4,2,24.45,3.84,9/4,A1,2 ¾,sporting_life
Lil Bo Beep,63625.0,2025-11-21,Romford,400,2,5,24.54,3.94,7/2,OR,2,sporting_life
Lil Bo Beep,,2025-11-14,Harlow,415,3,2,27.4,,14/11,,,timeform
Lil Bo Beep,63625.0,2025-11-07,Romford,400,3,6,,3.75,3/1,OR,dis,sporting_life
Lil Bo Beep,63625.0,2025-10-29,Romford,400,4,1,24.0,3.73,5/2,A2,,sporting_life
Lil Bo Beep,63625.0,2025-10-25,Romford,400,4,3,24.49,3.79,5/4,A2,2 ¾,sporting_life
Lil Bo Beep,63625.0,2025-10-18,Romford,400,4,4,24.53,3.84,5/2,A2,½,sporting_life
Lil Bo Beep,,2025-10-09,Romford,400,3,1,24.47,,09/10,,,timeform
Lil Bo Beep,63625.0,2025-09-06,Romford,400,4,4,24.51,3.79,5/1,A1,2 ¾,sporting_life
Lil Bo Beep,63625.0,2025-08-20,Romford,400,4,2,24.43,3.73,2/1,A1,1 ¾,sporting_life
Lil Bo Beep,63625.0,2025-08-13,Romford,400,4,2,24.08,3.77,13/8,A1,2 ¼,sporting_life
Lil Bo Beep,63625.0,2025-08-09,Romford,400,3,1,24.0,3.73,15/8,A1,,sporting_life
Lil Bo Beep,63625.0,2025-07-26,Romford,400,4,1,24.08,3.73,7/4,A3,,sporting_life
Lil Bo Beep,63625.0,2025-07-19,Romford,400,3,2,23.98,3.8,5/2,A3,1 ¼,sporting_life
Lil Bo Beep,63625.0,2025-07-14,Romford,400,3,4,25.27,3.85,6/4,A3,3 ¼,sporting_life
Lil Bo Beep,63625.0,2025-07-09,Romford,400,4,2,24.74,3.82,13/8,A3,2 ¾,sporting_life
Lil Bo Beep,63625.0,2025-06-25,Romford,400,4,1,24.38,3.83,7/4,A4,,sporting_life
Lil Bo Beep,,2025-06-19,Romford,400,3,1,24.4,,19/06,,,timeform
Lil Bo Beep,,2025-06-12,Romford,400,3,2,24.83,,12/06,,,timeform
Mahoonagh Hoffa,62969.0,2026-02-19,Hove,285,2,2,16.65,,7/1,OR,2 ½,sporting_life
Mahoonagh Hoffa,62969.0,2026-02-13,Romford,225,5,2,13.61,,6/1,OR,3 ¼,sporting_life
Mahoonagh Hoffa,62969.0,2026-02-06,Romford,225,4,3,13.73,,9/1,OR,4 ½,sporting_life
Mahoonagh Hoffa,62969.0,2025-10-19,Hove,285,2,1,16.44,,9/4,OR,,sporting_life
Mahoonagh Hoffa,62969.0,2025-10-09,Hove,285,3,3,16.71,,7/4,OR,hd,sporting_life
Mahoonagh Hoffa,62969.0,2025-09-25,Hove,285,5,1,16.51,,6/5,OR,,sporting_life
Mahoonagh Hoffa,62969.0,2025-09-19,Romford,400,4,3,24.72,3.76,6/1,OR,sh,sporting_life
Mahoonagh Hoffa,62969.0,2025-05-31,Romford,400,3,1,24.35,3.77,2/1,A2,,sporting_life
Mahoonagh Hoffa,62969.0,2025-05-21,Romford,400,3,1,24.46,3.76,7/4,A3,,sporting_life
Mahoonagh Hoffa,62969.0,2025-05-07,Romford,400,3,5,24.64,3.81,7/2,A3,1 ¼,sporting_life
Makeit Poppy,62976.0,2026-03-06,Romford,575,3,3,36.36,14.18,8/1,OR3,1,sporting_life
Makeit Poppy,62976.0,2026-03-01,Towcester,500,1,1,29.73,4.16,5/2,A4,,sporting_life
Makeit Poppy,62976.0,2026-02-20,Towcester,500,1,1,29.82,4.18,1/1,A5,,sporting_life
Makeit Poppy,,2026-02-10,Towcester,270,1,1,16.13,,10/02,,,timeform
Makeit Poppy,62976.0,2026-01-25,Towcester,500,4,4,30.11,4.19,10/1,OR,2 ¼,sporting_life
Makeit Poppy,62976.0,2026-01-20,Towcester,500,1,3,30.24,4.24,9/4,A5,nk,sporting_life
Makeit Poppy,62976.0,2026-01-09,Towcester,500,1,2,29.85,4.27,4/1,A4,½,sporting_life
Makeit Poppy,62976.0,2025-12-26,Towcester,500,1,3,29.96,4.23,6/1,A4,1 ¼,sporting_life
Makeit Poppy,62976.0,2025-12-11,Towcester,500,1,2,29.85,4.21,5/2,A4,2,sporting_life
Makeit Poppy,62976.0,2025-11-30,Towcester,500,1,6,30.28,4.4,5/2,A4,1 ¾,sporting_life
Makeit Poppy,,2025-11-07,Dundalk,270,2,2,16.33,,07/11,,,timeform
Makeit Poppy,62976.0,2025-10-06,Towcester,500,1,6,30.26,4.28,11/10,A4,1,sporting_life
Makeit Poppy,62976.0,2025-09-28,Towcester,500,1,2,29.61,4.32,15/8,A4,4 ¼,sporting_life
Makeit Poppy,62976.0,2025-09-14,Towcester,500,1,3,30.16,4.25,4/5,A4,3,sporting_life
Makeit Poppy,62976.0,2025-09-05,Towcester,500,1,1,29.39,4.21,8/15,A5,,sporting_life
Makeit Poppy,62976.0,2025-08-30,Towcester,270,1,1,16.07,,2/1,D3,,sporting_life
Makeit Poppy,62976.0,2025-08-22,Towcester,270,1,2,16.23,,10/3,D3,1,sporting_life
Makeit Poppy,62976.0,2025-08-16,Towcester,270,1,2,16.35,,2/1,D3,2,sporting_life
Makeit Poppy,,2025-08-05,Towcester,270,1,1,16.12,,05/08,,,timeform
Makeit Poppy,62976.0,2025-06-05,Towcester,500,1,5,30.47,4.34,2/1,A4,4 ½,sporting_life
Makeit Poppy,62976.0,2025-05-30,Towcester,500,2,1,30.28,4.32,9/4,A5,,sporting_life
Makeit Poppy,62976.0,2025-05-23,Towcester,500,1,1,29.85,4.33,6/5,A6,,sporting_life
Makeit Poppy,62976.0,2025-05-18,Towcester,270,2,2,16.6,,7/4,D4,4 ¾,sporting_life
Makeit Poppy,62976.0,2025-05-07,Towcester,270,2,3,16.74,,5/4,D4,hd,sporting_life
Makeit Poppy,,2025-04-30,Towcester,270,3,2,16.49,,30/04,,,timeform
Makeit Poppy,,2025-04-18,Towcester,270,3,3,16.45,,18/04,,,timeform
Makeit Poppy,,2025-03-31,Towcester,500,2,1,30.4,,31/03,,,timeform
Miami Yeats,64125.0,2026-03-07,Romford,575,2,1,35.52,13.77,9/4,S2,,sporting_life
Miami Yeats,64125.0,2026-02-24,Romford,575,1,2,35.64,13.82,3/1,S1,1 ¾,sporting_life
Miami Yeats,64125.0,2026-02-14,Central Park,491,3,6,29.9,3.12,25/1,OR3,2 ¼,sporting_life
Miami Yeats,64125.0,2026-01-30,Romford,575,2,4,36.0,13.83,6/1,S1,1,sporting_life
Miami Yeats,64125.0,2026-01-23,Romford,575,2,5,36.33,14.1,5/1,OR3,1 ¾,sporting_life
Miami Yeats,64125.0,2026-01-16,Romford,575,1,1,35.67,13.68,7/2,OR3,,sporting_life
Miami Yeats,64125.0,2026-01-10,Central Park,491,1,3,29.81,3.17,20/1,OR,3,sporting_life
Miami Yeats,64125.0,2026-01-03,Romford,400,2,4,24.47,3.84,7/2,A3,¾,sporting_life
Miami Yeats,64125.0,2025-12-26,Romford,400,2,2,24.38,3.81,9/2,A3,1,sporting_life
Miami Yeats,64125.0,2025-12-20,Romford,400,2,5,24.75,3.86,6/1,A2,¾,sporting_life
Miami Yeats,,2025-12-11,Romford,400,1,1,24.49,,11/12,,,timeform
Miami Yeats,,2025-11-28,Romford,400,4,3,24.68,,28/11,,,timeform
Miami Yeats,,2025-11-20,Romford,400,4,3,24.35,,20/11,,,timeform
Miami Yeats,64125.0,2025-10-17,Romford,575,3,2,35.65,13.66,6/1,OR3,½,sporting_life
Miami Yeats,64125.0,2025-10-11,Romford,400,2,3,24.62,3.91,8/1,A2,2,sporting_life
Miami Yeats,,2025-10-02,Romford,400,2,2,24.56,,02/10,,,timeform
Miami Yeats,64125.0,2025-09-05,Romford,575,1,3,35.73,13.83,3/1,OR,hd,sporting_life
Miami Yeats,64125.0,2025-08-30,Central Park,491,3,3,29.88,3.11,12/1,OR3,2 ¼,sporting_life
Miami Yeats,64125.0,2025-08-23,Central Park,491,1,2,29.72,3.16,7/2,OR3,4 ½,sporting_life
