greyhound,dog_id,date,track,distance,trap,finish_position,run_time,sectional_time,sp,race_class,btn_distance,source
Miami Yeats,64125.0,2025-08-15,Romford,400,2,3,24.22,3.9,5/1,OR3,2,sporting_life
Miami Yeats,64125.0,2025-08-08,Romford,400,2,1,24.18,3.9,15/8,OR3,,sporting_life
Miami Yeats,,2025-07-31,Romford,400,3,1,24.46,,31/07,,,timeform
Miami Yeats,,2025-07-24,Romford,400,3,1,24.19,,24/07,,,timeform
Miami Yeats,,2025-07-17,Romford,400,2,1,24.25,,17/07,,,timeform
My Lil Bella,65424.0,2026-02-27,Romford,400,2,3,24.36,3.8,9/4,OR,1,sporting_life
My Lil Bella,65424.0,2026-02-20,Romford,400,1,5,24.62,3.74,2/1,OR,1,sporting_life
My Lil Bella,65424.0,2026-02-13,Romford,400,1,6,25.28,3.79,13/8,OR3,4,sporting_life
My Lil Bella,65424.0,2026-02-06,Romford,400,3,1,24.12,3.73,1/1,OR3,,sporting_life
My Lil Bella,65424.0,2026-01-30,Romford,400,3,4,24.5,3.77,6/1,OR3,3,sporting_life
My Lil Bella,65424.0,2026-01-23,Romford,400,3,2,24.37,3.85,2/1,OR3,4 ¾,sporting_life
My Lil Bella,65424.0,2026-01-16,Romford,400,1,4,24.69,3.9,11/8,OR,¾,sporting_life
My Lil Bella,65424.0,2026-01-09,Romford,400,1,4,24.83,3.87,13/8,OR2,1 ¼,sporting_life
My Lil Bella,65424.0,2026-01-02,Romford,400,2,1,23.75,3.74,3/1,A1,,sporting_life
My Lil Bella,65424.0,2025-12-27,Romford,400,2,3,24.58,3.87,7/1,A1,1 ¾,sporting_life
My Lil Bella,65424.0,2025-12-14,Oxford,450,3,5,27.72,,8/1,OR1,3 ½,sporting_life
My Lil Bella,65424.0,2025-12-07,Oxford,450,5,6,28.26,,5/1,OR,2 ¼,sporting_life
My Lil Bella,,2025-11-30,Oxford,450,2,2,27.26,,30/11,,,timeform
My Lil Bella,65424.0,2025-11-21,Romford,400,2,1,24.19,3.86,11/10,A2,,sporting_life
My Lil Bella,65424.0,2025-11-15,Romford,400,2,1,24.11,3.83,2/1,A3,,sporting_life
My Lil Bella,,2025-11-06,Romford,400,3,1,24.38,,06/11,,,timeform
My Lil Bella,,2025-10-29,Romford,400,3,2,24.35,,29/10,,,timeform
My Lil Bella,,2025-10-23,Romford,225,1,1,13.72,,23/10,,,timeform
Olwinn Seen It,61022.0,2026-03-04,Romford,400,2,3,24.9,3.89,13/2,A5,2 ½,sporting_life
Olwinn Seen It,61022.0,2026-02-21,Romford,400,2,2,24.77,4.0,12/1,A5,3 ¼,sporting_life
Olwinn Seen It,61022.0,2026-02-10,Romford,400,2,1,24.46,3.85,7/1,A6,,sporting_life
Olwinn Seen It,61022.0,2026-02-03,Romford,400,2,4,24.63,3.85,14/1,A6,½,sporting_life
Olwinn Seen It,61022.0,2026-01-27,Romford,400,2,3,24.8,4.06,7/1,A6,½,sporting_life
Olwinn Seen It,61022.0,2026-01-19,Romford,400,1,6,25.1,4.14,5/2,A6,1 ½,sporting_life
Olwinn Seen It,61022.0,2026-01-10,Romford,400,1,1,24.45,3.93,9/4,A7,,sporting_life
Olwinn Seen It,61022.0,2026-01-03,Romford,400,2,2,24.26,3.89,9/1,A6,¾,sporting_life
Olwinn Seen It,61022.0,2025-12-27,Romford,400,2,2,24.7,4.0,6/1,A6,6 ¼,sporting_life
Olwinn Seen It,61022.0,2025-12-20,Romford,400,2,4,24.88,3.93,8/1,A6,1 ¼,sporting_life
Olwinn Seen It,61022.0,2025-12-10,Romford,400,1,1,24.55,4.04,11/1,A7,,sporting_life
Olwinn Seen It,61022.0,2025-12-01,Romford,400,1,6,24.84,4.21,6/1,A6,4,sporting_life
Olwinn Seen It,61022.0,2025-11-26,Romford,400,1,5,25.2,4.05,8/1,IT,4,sporting_life
Olwinn Seen It,,2025-11-20,Romford,400,3,1,24.42,,20/11,,,timeform
Olwinn Seen It,61022.0,2025-11-14,Harlow,238,1,2,16.02,,5/2,D4,nk,sporting_life
Olwinn Seen It,61022.0,2025-11-10,Harlow,238,1,2,15.89,,11/4,D4,5 ¼,sporting_life
Olwinn Seen It,61022.0,2025-11-04,Harlow,238,1,4,15.95,,9/4,D4,1 ½,sporting_life
Olwinn Seen It,,2025-10-29,Harlow,238,2,2,15.8,,29/10,,,timeform
Olwinn Seen It,61022.0,2025-07-25,Harlow,415,1,5,27.77,5.02,9/2,A5,1 ¼,sporting_life
Olwinn Seen It,61022.0,2025-07-21,Harlow,415,1,1,26.31,4.95,7/4,A6,,sporting_life
Olwinn Seen It,61022.0,2025-07-16,Harlow,415,1,2,27.07,4.9,3/1,A6,1 ¾,sporting_life
Olwinn Seen It,61022.0,2025-07-11,Harlow,415,1,2,27.52,5.18,11/8,A6,9 ½,sporting_life
Olwinn Seen It,61022.0,2025-07-04,Harlow,415,1,2,26.76,5.16,7/1,A5,3 ¾,sporting_life
Olwinn Seen It,61022.0,2025-06-30,Harlow,415,1,4,27.17,5.23,5/1,A5,sh,sporting_life
Olwinn Seen It,61022.0,2025-06-20,Harlow,415,1,2,27.6,5.24,5/4,A5,2 ¼,sporting_life
Olwinn Seen It,61022.0,2025-06-16,Harlow,415,1,5,27.27,5.15,11/10,A5,hd,sporting_life
Olwinn Seen It,61022.0,2025-06-11,Harlow,238,1,1,15.32,,13/8,D4,,sporting_life
Olwinn Seen It,61022.0,2025-06-06,Harlow,238,1,3,15.85,,9/4,D4,1,sporting_life
Olwinn Seen It,61022.0,2025-06-02,Harlow,415,1,2,26.73,4.94,9/2,A5,sh,sporting_life
Olwinn Seen It,61022.0,2025-05-28,Harlow,415,1,1,27.4,4.97,2/1,A6,,sporting_life
Olwinn Seen It,61022.0,2025-05-23,Harlow,238,1,5,16.1,,7/2,D4,¾,sporting_life
Olwinn Seen It,61022.0,2025-05-19,Harlow,238,1,1,15.2,,5/4,D5,,sporting_life
Olwinn Seen It,61022.0,2025-05-14,Harlow,415,1,6,28.02,5.21,9/2,A6,¾,sporting_life
Olwinn Seen It,61022.0,2025-05-09,Harlow,415,1,2,27.3,5.03,11/4,A6,1 ¼,sporting_life
Olwinn Seen It,61022.0,2025-05-02,Harlow,415,1,4,27.58,5.25,5/2,A6,4 ¼,sporting_life
Olwinn Seen It,61022.0,2025-04-25,Harlow,415,1,3,27.55,5.13,7/1,A6,1 ¼,sporting_life
Olwinn Seen It,61022.0,2025-04-18,Harlow,238,1,6,16.01,,8/1,D4,1 ½,sporting_life
Olwinn Seen It,61022.0,2025-03-31,Harlow,415,1,3,27.61,5.15,13/8,A6,nk,sporting_life
Olwinn Seen It,61022.0,2025-03-26,Harlow,415,1,5,27.67,5.24,5/2,A5,¾,sporting_life
Olwinn Seen It,61022.0,2025-03-21,Harlow,238,1,4,15.93,,2/1,D4,1 ¼,sporting_life
Olwinn Seen It,61022.0,2025-03-17,Harlow,415,1,2,27.25,5.01,11/4,A5,7,sporting_life
Olwinn Seen It,61022.0,2025-03-12,Harlow,415,1,4,27.71,5.29,3/1,A5,1 ¼,sporting_life
Olwinn Seen It,61022.0,2025-03-07,Harlow,415,1,3,27.53,5.11,3/1,A5,¾,sporting_life
Olwinn Seen It,61022.0,2025-03-03,Harlow,415,1,4,27.64,5.18,2/1,A5,1 ¼,sporting_life
Olwinn Seen It,61022.0,2025-02-24,Harlow,415,1,5,28.06,5.01,11/4,A5,hd,sporting_life
Olwinn Seen It,61022.0,2025-02-19,Harlow,415,1,2,27.24,5.12,5/2,A5,nk,sporting_life
Olwinn Seen It,61022.0,2025-02-14,Harlow,415,1,3,27.5,5.1,4/1,A5,1 ¼,sporting_life
Olwinn Seen It,61022.0,2025-02-10,Harlow,415,1,2,27.66,5.15,8/1,A4,nk,sporting_life
Olwinn Seen It,61022.0,2025-02-05,Harlow,415,1,3,27.51,5.29,7/2,A4,3 ½,sporting_life
Olwinn Seen It,61022.0,2025-01-29,Harlow,415,1,1,27.38,5.0,5/2,A5,,sporting_life
Olwinn Seen It,61022.0,2025-01-24,Harlow,415,1,4,27.95,5.22,5/2,A5,2 ½,sporting_life
Olwinn Seen It,61022.0,2025-01-20,Harlow,415,1,5,27.54,5.23,5/2,A5,2 ¾,sporting_life
Olwinn Seen It,61022.0,2025-01-13,Harlow,415,1,2,27.5,5.14,1/1,A5,8 ¼,sporting_life
Olwinn Seen It,61022.0,2025-01-08,Harlow,415,1,2,27.25,5.13,11/4,A5,5 ¼,sporting_life
Olwinn Seen It,61022.0,2025-01-03,Harlow,415,1,4,27.48,5.12,4/1,A4,5,sporting_life
Olwinn Seen It,61022.0,2024-12-30,Harlow,415,1,2,27.24,5.07,4/1,A4,4 ¼,sporting_life
Olwinn Seen It,61022.0,2024-12-23,Harlow,415,1,4,27.02,5.08,11/4,A4,2 ¾,sporting_life
Olwinn Seen It,61022.0,2024-12-18,Harlow,415,2,3,27.09,4.99,11/4,A4,4,sporting_life
Olwinn Seen It,61022.0,2024-12-13,Harlow,415,2,3,27.15,5.08,7/4,A4,1 ¼,sporting_life
Olwinn Seen It,61022.0,2024-12-06,Harlow,238,2,1,15.57,,4/6,D4,,sporting_life
Out The Blue,61202.0,2026-03-08,Towcester,500,4,6,29.75,4.28,14/1,OR,¾,sporting_life
Out The Blue,61202.0,2026-01-30,Romford,575,5,5,35.64,13.89,11/4,OR,1 ¼,sporting_life
Out The Blue,61202.0,2026-01-23,Romford,575,5,3,35.3,13.51,8/1,OR1,nk,sporting_life
Out The Blue,61202.0,2026-01-16,Romford,575,5,1,35.38,13.57,11/4,OR1,,sporting_life
Out The Blue,61202.0,2026-01-09,Romford,575,4,1,35.3,13.5,9/2,OR1,,sporting_life
Out The Blue,61202.0,2026-01-02,Romford,575,5,5,35.44,13.84,6/1,OR,4 ¼,sporting_life
Out The Blue,61202.0,2025-12-27,Romford,575,5,1,35.38,13.48,6/5,OR,,sporting_life
Out The Blue,61202.0,2025-12-19,Romford,575,4,1,35.16,13.51,7/2,OR,,sporting_life
Out The Blue,61202.0,2025-12-13,Central Park,491,2,3,29.73,3.08,15/8,OR,½,sporting_life
Out The Blue,61202.0,2025-12-06,Central Park,491,4,1,29.33,3.12,6/1,OR,,sporting_life
Out The Blue,61202.0,2025-12-02,Romford,400,4,1,24.22,3.81,5/2,A4,,sporting_life
Out The Blue,61202.0,2025-11-22,Central Park,491,3,5,30.28,3.13,5/1,OR,3 ½,sporting_life
Out The Blue,61202.0,2025-09-13,Central Park,491,3,4,29.75,3.14,10/3,OR,sh,sporting_life
Out The Blue,61202.0,2025-09-03,Romford,575,5,3,35.68,13.71,6/5,S1,sh,sporting_life
Out The Blue,61202.0,2025-08-27,Romford,575,5,2,35.56,13.81,11/8,S1,1,sporting_life
Out The Blue,61202.0,2025-08-22,Romford,575,3,4,35.76,13.74,7/1,OR,nk,sporting_life
Out The Blue,61202.0,2025-07-11,Romford,575,5,6,,0.0,8/1,OR,dis,sporting_life
Out The Blue,61202.0,2025-07-04,Romford,575,5,4,35.64,13.95,22/1,OR,1 ¾,sporting_life
Out The Blue,61202.0,2025-06-26,Hove,500,5,6,30.04,3.62,20/1,OR3,¾,sporting_life
Out The Blue,61202.0,2025-06-20,Romford,575,4,5,36.26,14.33,3/1,OR1,3 ½,sporting_life
Out The Blue,61202.0,2025-06-13,Romford,575,4,3,35.45,13.67,10/3,OR,2 ½,sporting_life
Out The Blue,61202.0,2025-05-23,Romford,575,4,4,35.47,13.71,7/2,OR3,1 ½,sporting_life
Out The Blue,61202.0,2025-05-16,Romford,575,5,1,35.23,13.56,10/3,OR3,,sporting_life
Out The Blue,61202.0,2025-05-09,Romford,575,5,1,35.29,13.48,11/4,OR,,sporting_life
Out The Blue,61202.0,2025-05-02,Romford,575,4,1,35.27,13.5,10/11,OR,,sporting_life
Out The Blue,61202.0,2025-04-25,Romford,575,4,2,35.69,13.77,4/1,OR,4 ¾,sporting_life
Out The Blue,61202.0,2025-04-12,Hove,500,4,3,,3.6,10/1,OR,dis,sporting_life
Out The Blue,61202.0,2025-04-05,Hove,500,3,2,29.79,3.59,8/1,OR,7,sporting_life
Out The Blue,61202.0,2025-03-22,Central Park,491,4,4,29.91,3.12,3/1,OR3,3 ¼,sporting_life
Out The Blue,61202.0,2025-03-15,Central Park,491,3,1,29.58,3.03,11/4,OR,,sporting_life
Out The Blue,61202.0,2025-03-08,Central Park,491,2,2,29.48,2.99,25/1,OR,6 ¾,sporting_life
Out The Blue,61202.0,2025-02-19,Romford,400,4,5,24.76,3.97,9/4,A3,sh,sporting_life
Out The Blue,61202.0,2025-02-12,Romford,400,3,1,24.28,3.75,15/8,A4,,sporting_life
Out The Blue,61202.0,2025-02-05,Romford,400,4,3,24.4,3.82,2/1,A4,nk,sporting_life
Out The Blue,61202.0,2025-01-29,Romford,400,4,4,24.65,3.8,6/1,A3,hd,sporting_life
Out The Blue,61202.0,2025-01-15,Romford,400,4,4,24.85,3.85,4/1,A3,1 ½,sporting_life
Out The Blue,61202.0,2025-01-08,Romford,400,4,5,24.71,3.83,5/1,A3,hd,sporting_life
Out The Blue,61202.0,2024-12-28,Romford,400,3,2,24.74,3.82,7/1,A2,4,sporting_life
Out The Blue,61202.0,2024-12-20,Romford,400,4,5,24.64,3.86,11/1,OR3,1 ½,sporting_life
Out The Blue,,2026-02-26 00:00:00,Romford,400,4,1,24.39,3.79,,T2,0.75,results_parquet
Piemans Fletch,65352.0,2026-03-07,Romford,400,6,3,24.76,3.72,8/1,A1,sh,sporting_life
Piemans Fletch,65352.0,2026-03-02,Romford,400,6,1,25.03,3.78,7/2,A2,,sporting_life
Piemans Fletch,65352.0,2026-02-24,Romford,400,6,3,24.75,3.76,11/4,A2,2 ¼,sporting_life
Piemans Fletch,65352.0,2026-02-17,Romford,400,6,2,24.39,3.67,6/1,A1,2 ¾,sporting_life
Piemans Fletch,65352.0,2026-01-23,Romford,225,6,5,13.87,,9/1,OR,¾,sporting_life
Piemans Fletch,65352.0,2026-01-16,Romford,400,6,5,24.66,3.75,4/1,OR2,sh,sporting_life
Piemans Fletch,65352.0,2026-01-09,Romford,400,6,3,24.77,3.94,9/4,OR2,1 ½,sporting_life
Piemans Fletch,65352.0,2026-01-02,Romford,400,6,4,24.29,3.73,13/8,A1,1 ¾,sporting_life
Piemans Fletch,65352.0,2025-12-27,Romford,400,6,1,24.16,3.65,13/8,A1,,sporting_life
Piemans Fletch,65352.0,2025-12-20,Romford,400,6,5,24.51,3.73,9/4,A1,1 ¼,sporting_life
Piemans Fletch,65352.0,2025-12-13,Romford,400,6,1,23.98,3.59,7/2,A3,,sporting_life
Piemans Fletch,65352.0,2025-12-08,Romford,400,6,1,24.3,3.63,9/4,A4,,sporting_life
Piemans Fletch,65352.0,2025-12-02,Romford,400,6,3,24.45,3.69,6/4,A4,sh,sporting_life
Piemans Fletch,65352.0,2025-11-26,Romford,400,6,2,24.46,3.85,5/4,A4,sh,sporting_life
Piemans Fletch,65352.0,2025-11-17,Romford,400,6,4,24.54,3.75,13/8,A4,sh,sporting_life
Piemans Fletch,65352.0,2025-11-11,Romford,400,6,2,24.12,3.61,5/2,A4,sh,sporting_life
Piemans Fletch,,2025-11-06,Romford,400,3,3,24.49,,06/11,,,timeform
Piemans Fletch,,2025-10-30,Romford,400,3,3,24.96,,30/10,,,timeform
Piemans Goalie,57351.0,2026-03-06,Romford,400,1,1,24.14,3.82,6/4,OR1,,sporting_life
Piemans Goalie,,2026-02-26,Romford,400,1,1,24.02,,26/02,,,timeform
Piemans Goalie,57351.0,2026-02-20,Romford,400,1,2,23.93,3.76,6/4,OR3,5 ¾,sporting_life
Piemans Goalie,57351.0,2026-02-13,Romford,400,1,1,23.95,3.69,4/6,OR3,,sporting_life
Piemans Goalie,57351.0,2026-02-06,Romford,400,2,2,24.02,3.76,11/8,OR3,½,sporting_life
Piemans Goalie,57351.0,2026-01-30,Romford,400,2,1,23.95,3.74,4/6,OR3,,sporting_life
Piemans Goalie,57351.0,2026-01-23,Romford,400,3,1,24.06,3.68,11/4,OR3,,sporting_life
Piemans Goalie,57351.0,2026-01-16,Romford,400,3,1,24.23,3.75,15/8,OR3,,sporting_life
Piemans Goalie,57351.0,2026-01-10,Romford,400,2,1,23.85,3.66,9/4,A1,,sporting_life
Piemans Goalie,57351.0,2026-01-02,Romford,400,2,4,24.24,3.72,7/2,OR,1,sporting_life
Piemans Goalie,57351.0,2025-12-27,Romford,400,2,1,23.87,3.7,10/11,A2,,sporting_life
Piemans Goalie,57351.0,2025-12-20,Romford,400,2,2,24.27,3.74,7/2,A1,2 ¾,sporting_life
Piemans Goalie,,2025-12-11,Romford,400,2,2,24.6,,11/12,,,timeform
Piemans Goalie,57351.0,2025-10-10,Romford,400,2,4,24.32,3.8,8/11,OR3,1,sporting_life
Piemans Goalie,57351.0,2025-10-03,Romford,400,1,4,24.68,3.89,7/2,OR2,3 ¾,sporting_life
Piemans Goalie,57351.0,2025-09-26,Romford,400,3,6,25.27,3.76,4/1,OR,2 ½,sporting_life
Piemans Goalie,57351.0,2025-09-19,Romford,400,2,1,24.0,3.76,5/1,OR,,sporting_life
Piemans Goalie,57351.0,2025-09-12,Romford,400,2,4,24.19,3.72,4/1,OR,1 ¼,sporting_life
Piemans Goalie,57351.0,2025-09-05,Romford,400,5,3,24.41,3.76,5/2,OR,3 ¾,sporting_life
Piemans Goalie,57351.0,2025-08-29,Romford,400,5,1,24.3,3.74,11/10,OR,,sporting_life
Piemans Goalie,57351.0,2025-08-22,Romford,400,3,3,24.1,3.73,7/4,OR3,sh,sporting_life
Piemans Goalie,57351.0,2025-08-15,Romford,400,5,2,23.99,3.77,5/2,OR3,sh,sporting_life
Piemans Goalie,57351.0,2025-08-08,Romford,400,3,1,23.69,3.64,13/8,OR3,,sporting_life
Piemans Goalie,57351.0,2025-08-01,Romford,400,4,1,24.16,3.63,3/1,OR3,,sporting_life
Piemans Goalie,57351.0,2025-07-25,Romford,400,2,2,24.01,3.79,6/1,OR3,6,sporting_life
Piemans Goalie,57351.0,2025-07-18,Romford,400,4,2,24.1,3.78,7/2,OR3,2,sporting_life
Piemans Goalie,57351.0,2025-07-11,Romford,400,6,5,24.55,3.71,7/1,OR3,1 ¼,sporting_life
Piemans Goalie,57351.0,2025-07-04,Romford,400,5,1,23.97,3.76,5/1,OR3,,sporting_life
Piemans Goalie,57351.0,2025-06-27,Romford,400,6,5,24.71,3.82,8/1,OR,¾,sporting_life
Piemans Goalie,,2025-06-19,Romford,400,1,1,24.26,,19/06,,,timeform
Piemans Goalie,57351.0,2025-04-25,Romford,400,4,6,24.47,3.81,7/2,OR,½,sporting_life
Piemans Goalie,57351.0,2025-04-18,Romford,400,5,5,24.49,3.79,15/8,OR3,1 ¼,sporting_life
Piemans Goalie,57351.0,2025-04-11,Romford,400,5,6,24.48,3.7,7/4,OR3,2,sporting_life
Piemans Goalie,57351.0,2025-04-04,Romford,400,5,1,23.82,3.72,11/10,OR3,,sporting_life
Piemans Goalie,57351.0,2025-03-28,Romford,400,5,1,23.81,3.61,4/6,OR,,sporting_life
Piemans Goalie,57351.0,2025-03-21,Romford,400,5,3,24.34,3.71,7/4,OR3,½,sporting_life
Piemans Goalie,57351.0,2025-03-14,Romford,400,6,5,24.45,3.76,16/1,OR1,1,sporting_life
Piemans Goalie,57351.0,2025-03-07,Romford,400,5,1,24.3,3.76,7/1,OR1,,sporting_life
Piemans Goalie,57351.0,2025-02-28,Romford,400,5,3,24.48,3.72,4/1,OR,2 ½,sporting_life
Piemans Goalie,57351.0,2025-02-21,Romford,400,6,4,24.68,3.83,13/8,OR3,sh,sporting_life
Piemans Goalie,57351.0,2025-02-14,Romford,400,4,1,24.4,3.76,5/2,OR3,,sporting_life
Piemans Goalie,57351.0,2025-02-07,Romford,400,4,4,24.23,3.76,9/2,OR,sh,sporting_life
Piemans Goalie,57351.0,2025-01-31,Romford,400,6,1,24.05,3.68,15/8,OR3,,sporting_life
Piemans Goalie,57351.0,2025-01-24,Romford,400,5,1,24.08,3.73,15/8,OR3,,sporting_life
Piemans Goalie,57351.0,2025-01-17,Romford,400,4,1,24.11,3.69,4/1,OR,,sporting_life
Piemans Goalie,57351.0,2025-01-13,Romford,400,3,1,23.91,3.7,2/1,A1,,sporting_life
Piemans Goalie,57351.0,2025-01-08,Romford,400,3,3,24.33,3.8,2/1,A1,sh,sporting_life
Piemans Goalie,57351.0,2025-01-03,Romford,400,5,3,24.21,3.75,9/2,OR,3,sporting_life
Piemans Goalie,57351.0,2024-12-13,Romford,400,5,4,24.33,3.73,7/2,OR3,1 ¾,sporting_life
Piemans Goalie,57351.0,2024-12-06,Romford,400,6,1,23.96,3.76,5/1,OR3,,sporting_life
Piemans Goalie,57351.0,2024-11-29,Romford,400,4,2,24.17,3.76,3/1,OR3,4,sporting_life
Piemans Goalie,57351.0,2024-11-22,Romford,400,5,4,24.22,3.72,9/2,OR3,sh,sporting_life
Piemans Goalie,57351.0,2024-11-15,Romford,400,4,2,24.05,3.71,6/1,OR3,2,sporting_life
Piemans Goalie,57351.0,2024-11-08,Romford,400,5,2,24.07,3.73,7/2,OR,3 ½,sporting_life
Piemans Goalie,57351.0,2024-11-01,Romford,400,4,1,23.98,3.66,4/1,OR3,,sporting_life
Piemans Goalie,57351.0,2024-10-25,Romford,400,4,3,24.37,3.9,6/1,OR,2 ½,sporting_life
Piemans Goalie,57351.0,2024-10-18,Romford,400,4,6,24.55,3.85,10/1,OR,½,sporting_life
Piemans Goalie,57351.0,2024-10-11,Romford,400,5,5,24.7,3.79,9/2,OR2,3 ½,sporting_life
Piemans Goalie,57351.0,2024-10-04,Romford,400,5,2,24.67,3.78,7/1,OR2,7,sporting_life
Piemans Goalie,57351.0,2024-09-30,Romford,400,3,5,25.28,3.82,11/8,A1,5,sporting_life
Piemans Goalie,57351.0,2024-08-16,Romford,400,3,6,24.89,3.68,9/4,OR,1 ½,sporting_life
Piemans Goalie,57351.0,2024-08-09,Romford,400,3,3,24.06,3.7,11/4,OR3,2,sporting_life
Piemans Goalie,57351.0,2024-07-02,Romford,400,3,1,24.15,3.75,2/1,A1,,sporting_life
Piemans Goalie,57351.0,2024-06-22,Romford,400,4,6,,3.74,6/5,A1,dis,sporting_life
Piemans Goalie,57351.0,2024-06-14,Romford,400,5,2,24.14,3.71,5/1,OR3,8 ¼,sporting_life
Piemans Goalie,57351.0,2024-06-07,Romford,400,3,1,23.87,3.68,3/1,OR3,,sporting_life
Piemans Goalie,57351.0,2024-05-31,Romford,400,2,1,24.1,3.72,9/4,OR,,sporting_life
Piemans Goalie,57351.0,2024-05-24,Romford,400,4,4,24.58,3.8,15/8,OR3,1,sporting_life
Piemans Goalie,57351.0,2024-05-18,Romford,400,3,1,24.13,3.71,9/4,A1,,sporting_life
Piemans Goalie,57351.0,2024-05-10,Romford,400,6,2,24.4,3.74,5/1,OR,2 ½,sporting_life
Piemans Goalie,57351.0,2024-05-03,Romford,400,4,2,24.67,3.79,9/4,OR3,1 ¾,sporting_life
Piemans Goalie,57351.0,2024-04-26,Romford,400,4,1,24.18,3.72,1/1,OR3,,sporting_life
Piemans Goalie,57351.0,2024-04-19,Romford,400,6,5,25.22,3.71,5/1,OR3,5 ¼,sporting_life
Piemans Goalie,57351.0,2024-04-12,Romford,400,6,3,24.47,3.73,11/4,OR3,2 ¾,sporting_life
Piemans Goalie,57351.0,2024-04-02,Romford,400,4,1,24.17,3.75,15/8,A2,,sporting_life
Piemans Goalie,57351.0,2024-03-27,Romford,400,4,2,24.09,3.72,11/8,A2,2 ¼,sporting_life
Piemans Goalie,57351.0,2024-03-20,Romford,400,3,1,24.3,3.83,4/5,A3,,sporting_life
Piemans Goalie,57351.0,2024-03-16,Romford,400,3,4,24.99,3.93,11/8,A2,1 ¼,sporting_life
Piemans Goalie,57351.0,2024-03-11,Romford,400,3,3,25.01,3.85,13/8,A2,4 ¼,sporting_life
Piemans Goalie,57351.0,2024-03-02,Romford,400,3,1,24.41,3.69,3/1,A4,,sporting_life
Princess Matilda,,2026-03-05,Romford,400,1,1,24.26,,05/03,,,timeform
Princess Matilda,62336.0,2026-02-28,Central Park,664,3,1,39.87,12.73,7/2,OR,,sporting_life
Princess Matilda,62336.0,2026-02-20,Romford,750,4,1,46.78,23.93,11/8,OR3,,sporting_life
Princess Matilda,62336.0,2026-02-13,Romford,750,3,2,47.62,24.5,4/7,OR3,1 ¼,sporting_life
Princess Matilda,62336.0,2026-02-06,Romford,750,3,2,47.69,24.51,8/13,OR,nk,sporting_life
Princess Matilda,62336.0,2026-01-24,Central Park,731,5,4,44.69,16.49,25/1,OR1,3 ¼,sporting_life
Princess Matilda,62336.0,2026-01-17,Central Park,731,5,2,44.63,16.45,9/2,OR1,½,sporting_life
Princess Matilda,62336.0,2026-01-10,Central Park,731,6,3,45.62,16.98,4/1,OR1,2 ¼,sporting_life
Princess Matilda,62336.0,2025-12-27,Central Park,664,4,1,40.4,12.9,9/2,OR,,sporting_life
Princess Matilda,,2025-12-23,Central Park,277,1,1,16.69,,23/12,,,timeform
Princess Matilda,62336.0,2025-12-19,Romford,575,5,4,35.15,13.86,18/1,OR,sh,sporting_life
Princess Matilda,62336.0,2025-12-12,Romford,575,5,3,35.28,13.8,8/1,OR,nk,sporting_life
Princess Matilda,62336.0,2025-12-02,Romford,575,3,2,35.46,13.93,6/4,S1,2,sporting_life
Princess Matilda,62336.0,2025-11-22,Romford,575,3,1,35.25,13.77,11/10,S1,,sporting_life
Princess Matilda,62336.0,2025-11-07,Romford,750,4,1,46.97,24.26,9/4,OR,,sporting_life
Princess Matilda,62336.0,2025-10-31,Romford,750,4,3,47.14,24.19,11/4,OR,1,sporting_life
Princess Matilda,62336.0,2025-10-24,Romford,750,4,1,48.2,24.72,5/6,OR,,sporting_life
Princess Matilda,62336.0,2025-10-17,Romford,575,4,4,35.55,14.05,8/1,OR,1 ¼,sporting_life
Princess Matilda,62336.0,2025-10-10,Romford,575,2,1,35.28,,5/6,OR,,sporting_life
Princess Matilda,62336.0,2025-10-03,Romford,575,5,4,35.85,14.02,16/1,OR1,1 ¼,sporting_life
Princess Matilda,62336.0,2025-09-23,Romford,575,4,1,35.28,13.77,15/8,S1,,sporting_life
Princess Matilda,62336.0,2025-09-12,Romford,575,4,3,35.82,14.12,8/1,OR,5 ½,sporting_life
Princess Matilda,62336.0,2025-09-03,Romford,575,3,1,35.55,14.09,2/1,S1,,sporting_life
Princess Matilda,62336.0,2025-08-27,Romford,575,3,1,35.48,13.85,5/2,S1,,sporting_life
Princess Matilda,62336.0,2025-08-19,Romford,575,3,1,35.42,13.81,13/8,S2,,sporting_life
Princess Matilda,62336.0,2025-08-11,Romford,400,3,3,24.9,3.94,1/1,A4,1,sporting_life
Princess Matilda,62336.0,2025-08-06,Romford,400,3,4,24.71,3.85,6/4,A4,1 ¾,sporting_life
Princess Matilda,62336.0,2025-07-26,Romford,575,3,3,35.76,13.85,3/1,S2,2,sporting_life
Princess Matilda,62336.0,2025-07-19,Romford,400,3,1,24.23,3.8,2/1,A5,,sporting_life
Princess Matilda,62336.0,2025-07-12,Romford,575,3,3,35.9,13.97,1/1,S2,1 ¾,sporting_life
Princess Matilda,62336.0,2025-07-07,Romford,400,3,2,24.46,3.91,5/2,A4,¾,sporting_life
Princess Matilda,62336.0,2025-06-23,Romford,400,3,2,24.75,3.89,11/4,A4,1,sporting_life
Princess Matilda,62336.0,2025-06-14,Romford,400,3,5,24.85,3.97,11/4,A4,½,sporting_life
Princess Matilda,,2025-06-05,Romford,400,3,2,24.57,,05/06,,,timeform
Princess Matilda,62336.0,2025-05-07,Romford,400,3,1,24.09,3.84,5/2,A5,,sporting_life
Princess Matilda,62336.0,2025-04-26,Romford,400,3,4,24.36,3.9,5/1,A4,sh,sporting_life
